post_number,person_who_shared,url_of_person_who_shared
1,Omar Faruk,https://www.facebook.com/omarfarukgazi610
1,Eagle international travels,https://www.facebook.com/eagleintt
1,Fatìí Mah,https://www.facebook.com/profile.php
1,Sameer Baloch,https://www.facebook.com/sameer.baloch.82764
1,😈 HASSAN X➝🖤🪽,https://www.facebook.com/hassanRajput038
1,श्रा पित,https://www.facebook.com/profile.php
1,Riishu Mishra,https://www.facebook.com/profile.php
1,Basharat Anwar,https://www.facebook.com/iFUNTOOSH
1,تیمور ۦ,https://www.facebook.com/sh.ry.566845
1,Manthar Alyy S,https://www.facebook.com/manthar.khan.157706
1,𝐏𝐚𝐧𝐚𝐝𝐨𝐥 🩷 🪽,https://www.facebook.com/profile.php
1,Lovely RahiLa,https://www.facebook.com/anaya.butti.5
1,Wtff Berry'y,https://www.facebook.com/wtff.berry.y
1,Rifat UL,https://www.facebook.com/rifat.ul.595895
1,Yeamin Mia,https://www.facebook.com/yeamin.mia.142
1,Ibrahim Omi,https://www.facebook.com/ibrahim.omi.842908
1,Sajin Himel,https://www.facebook.com/sajin.himel
1,MD Kadim,https://www.facebook.com/hridoy.khanhimel.9
1,Da Amna Nhiggar,https://www.facebook.com/amna.sabir.94064
1,Vilad Bin Maud,https://www.facebook.com/Ahrimanain
1,Md Liyaqat,https://www.facebook.com/md.liyaquat.94
1,Subhan Mughal,https://www.facebook.com/subhan.mughal.493858
1,Rohan S.,https://www.facebook.com/rohan.s.751982
1,Jordan S. II,https://www.facebook.com/samyaza.ramiel
1,Hossine Èl Moúlik,https://www.facebook.com/hossine.el.moulik
1,John Rouge,https://www.facebook.com/john.rouge.916244
1,Younes Al-Alaoui,https://www.facebook.com/Younesssses
1,Tarik Rca,https://www.facebook.com/tarik.rca.94617
1,ALii Jãã FŘ,https://www.facebook.com/lhsn.aid
1,Achraf Mejahid,https://www.facebook.com/achraf.moujahid.988
1,Youness Trinni,https://www.facebook.com/Trinni.youness.49
1,Salman Khan World,https://www.facebook.com/SalmanKhanWorldFansClub
1,Malam Gul,https://www.facebook.com/malam.gul.2025
1,Ehsan Ullah,https://www.facebook.com/profile.php
1,Диличка Назарова,https://www.facebook.com/dilicka.nazarova
1,Sayyed Imranali,https://www.facebook.com/sayyed.imranali.31
1,Bezabih Bab,https://www.facebook.com/minew.shewa.779
1,Shama Khan,https://www.facebook.com/shama.khan.35976
1,Tarak Ghosh,https://www.facebook.com/tarak.ghosh.731193
1,Nofil Sheikhani,https://www.facebook.com/m.nofil.488229
1,Muhammad Talal,https://www.facebook.com/muhammad.talal.520793
1,Kashan Nazir Awan,https://www.facebook.com/shani.awan.6666
1,Tanjil Ayat Robin,https://www.facebook.com/tanjil.ayat.robin
1,Megastar Salman Khan updates,https://www.facebook.com/profile.php
1,Kusum Moktan,https://www.facebook.com/kusum.subba.16718
1,Raju Gogaliya,https://www.facebook.com/profile.php
1,Vandana Jadhav,https://www.facebook.com/vandana.jadhav.40288
1,Mitu Maharana,https://www.facebook.com/mitu.maharana.751604
1,Samia Akter,https://www.facebook.com/prijabaral254
1,Aminul Islam Sahed,https://www.facebook.com/aminul.islam.sahed.2024
1,Samiun Islam Siddique,https://www.facebook.com/profile.php
1,Rashed Hossen,https://www.facebook.com/profile.php
1,Mohammad Emon Hossain,https://www.facebook.com/mohammad.emon.hossain.161242
1,Rʌsɘɭ卝mʌʜɱʋɗ࿐,https://www.facebook.com/rskuangm
1,Mohammad AR MA N,https://www.facebook.com/md.arman.803321
1,Mir Fahim,https://www.facebook.com/mir.fahim.121216
1,Inusur Rahman,https://www.facebook.com/inusur
1,Partha Majumder,https://www.facebook.com/groups/1986962131590120/user/100001285239556/
1,SALMAN KHAN Fan Club NEPAL,https://www.facebook.com/groups/1986962131590120/
1,Idrish Diwan,https://www.facebook.com/groups/1986962131590120/user/100019097762826/
1,Syed Mazhar,https://www.facebook.com/groups/1986962131590120/user/100007124475063/
1,Akash Nagrale,https://www.facebook.com/groups/1986962131590120/user/100001988447213/
1,G K SK,https://www.facebook.com/groups/2473844602751123/user/100015798289027/
1,Salman khan Lovers ❤,https://www.facebook.com/groups/2473844602751123/
1,Noor Mohd,https://www.facebook.com/groups/2473844602751123/user/100038670072672/
1,Gayatri Choudhury,https://www.facebook.com/groups/2473844602751123/user/100091560340836/
1,Nisar Khanday,https://www.facebook.com/groups/2473844602751123/user/100070320198151/
1,Sedra Souliman,https://www.facebook.com/groups/2473844602751123/user/61579847241018/
1,Izhaan Ali,https://www.facebook.com/groups/2473844602751123/user/100075115623804/
1,Shyamal Mukherjee,https://www.facebook.com/groups/2473844602751123/user/100067405813121/
1,Ольга Мадерук,https://www.facebook.com/groups/2473844602751123/user/100076352227438/
1,Asifyy Khan,https://www.facebook.com/sifyy.hunyaawr
1,حرا ا,https://www.facebook.com/profile.php
1,M Hissan,https://www.facebook.com/tyypeshi7
1,AH M AD,https://www.facebook.com/profile.php
1,O Sirus,https://www.facebook.com/Os1rus
1,Rock Arif,https://www.facebook.com/rock.arif.334481
1,Thomas Shelby II,https://www.facebook.com/profile.php
1,Abdullah'w Alt,https://www.facebook.com/superakhan0
1,You Suf,https://www.facebook.com/You.shuf69
1,Asuka Kazama,https://www.facebook.com/asukakazama117
1,Nazrul ß,https://www.facebook.com/n6zru1
1,Shaziaa S,https://www.facebook.com/shaziasz88
1,Sreyashi Chakraborty Sanyal,https://www.facebook.com/profile.php
1,Shakib Ahmed,https://www.facebook.com/shakib.ahmed.468023
1,তানিয়া চৌধুরী,https://www.facebook.com/profile.php
1,Emran Hossen,https://www.facebook.com/emran.hossen.743206
1,MD Hojaifa Tul Yamani,https://www.facebook.com/profile.php
1,Foysal Ahmed Shuvo,https://www.facebook.com/foysal.ahmed.shuvo.26278
1,Shuvo Pranto,https://www.facebook.com/shuvo.pranto.2024
1,Khondoker Nirob,https://www.facebook.com/kh.nirob.777boss
1,Nusrat Jerin,https://www.facebook.com/nusrat.jerin.222103
1,Syeda Waseka Hossain,https://www.facebook.com/raisahasan1
1,Sharmin Khan Sohani,https://www.facebook.com/fzssohani
1,Sheikh Ibrahim,https://www.facebook.com/iamtheibrahim1
1,Nafiz Khan,https://www.facebook.com/nafiz.khan.113594
1,Rakib Alt,https://www.facebook.com/profile.php
1,Farhan Ahmed Roni,https://www.facebook.com/farhan.ahmed.roni.46646
1,E Va,https://www.facebook.com/profile.php
1,Salman Ansari,https://www.facebook.com/nabihasansalman
1,Zakhmi Dil,https://www.facebook.com/profile.php
1,Afruza Ahmed,https://www.facebook.com/afruza.ahmed.75
1,बिहारी बाबू,https://www.facebook.com/bihari.babu.963099
1,Ajaz Khan,https://www.facebook.com/ajaz.khan.5623
1,Andiyati Riwayati Aziz,https://www.facebook.com/andiyati.aziz
1,Salim Javed,https://www.facebook.com/salim.javed.638113
1,Sara Ahmed,https://www.facebook.com/sara.ahmed.924416
1,Preity Khan,https://www.facebook.com/preity.khan.464445
1,Aminur Musk,https://www.facebook.com/aminur.musk
1,Fardeen Mondal,https://www.facebook.com/fardeen.rehman.3363
1,Keshav Jha,https://www.facebook.com/Keshavjha27
1,Faizan Ansari,https://www.facebook.com/profile.php
1,Imran,https://www.facebook.com/profile.php
1,Sheraz KhOso,https://www.facebook.com/Sheraz.Khoso05
1,Vipul K.,https://www.facebook.com/profile.php
1,Hridoy Khan,https://www.facebook.com/john.hridoy.96
1,Badsha Khan,https://www.facebook.com/badsha.khan.677979
1,Jh Jihad,https://www.facebook.com/jh.jihad.252041
1,Tanvir Mahmud Rizon,https://www.facebook.com/re.zon.71
1,Muhammed Yadul,https://www.facebook.com/md.yadul.9699
1,Kundan Singh,https://www.facebook.com/kundan.singh.988666
1,Deepak Suryanath Sharma,https://www.facebook.com/saibhakti.deepak
1,Satish Singh,https://www.facebook.com/satish.singh.644450
1,Najla Azizyar,https://www.facebook.com/najlaazizyar
1,Israr Khan,https://www.facebook.com/israr.khan.523301
1,Mahindra Patel,https://www.facebook.com/mahindra.patel.9862
1,Yusuf Mahaldar,https://www.facebook.com/ishab.mahaldar
1,Sultan Ali Khan,https://www.facebook.com/groups/1986962131590120/user/100005269547078/
1,Golu Farookh,https://www.facebook.com/groups/1986962131590120/user/100023936964107/
1,Md Omor Faruk,https://www.facebook.com/omorfaruk9792
1,Imran Hasan Emon,https://www.facebook.com/baymaxemon
1,Ferdous Faruk,https://www.facebook.com/fa.ruk.94695459
1,Shi Mla,https://www.facebook.com/profile.php
1,Ev AN,https://www.facebook.com/evan.shuvo.71
1,S HA Kib,https://www.facebook.com/s.ha.kib.364354
1,Sowrov Mahmud,https://www.facebook.com/sowrovmahmud01.10
1,Mohammad Tashif,https://www.facebook.com/profile.php
1,Limon Ahammed,https://www.facebook.com/limon.ahammed.880195
1,Abdullah Ar Raihan,https://www.facebook.com/musafir.siddik.2024
1,Tanvir Ahommed Khokon,https://www.facebook.com/tanvir.ahommed.khokon
1,Sanim Farhan,https://www.facebook.com/sanim.farhan.798
1,Dí Pon,https://www.facebook.com/dip.n.150312
1,Sobuj Islam,https://www.facebook.com/Sobujislam.2530
1,Ovi Raj,https://www.facebook.com/profile.php
1,Varun Gujjar,https://www.facebook.com/profile.php
1,Adhitya Singh,https://www.facebook.com/profile.php
1,Ayush Dwivedi,https://www.facebook.com/ayush.dwivedi.437941
1,Sahil Saxena,https://www.facebook.com/sahil.saxena.667541
1,Sàl Màñ,https://www.facebook.com/profile.php
1,Shoiab Alfaz,https://www.facebook.com/shoiab.ansari.998522
1,Mou Ghosh,https://www.facebook.com/yor.forger.756847
1,Sowrav Uddin Akash,https://www.facebook.com/akash.sandwip.315
1,Salman Khan,https://www.facebook.com/BeingSalmanKhan
1,Juj Zahra,https://www.facebook.com/profile.php
1,Huraima Sohail,https://www.facebook.com/huraimasohail2
1,Hamad Khan,https://www.facebook.com/hamza.ali.355451
2,Sahajalal Tanvir,https://www.facebook.com/groups/503946360839552/user/100011758216618/
2,ট্রল সালমান খান হেটার্স,https://www.facebook.com/groups/503946360839552/
2,Tanzim Al Fardin,https://www.facebook.com/groups/503946360839552/user/100010463173823/
2,Fahim Shahriar Nishan,https://www.facebook.com/groups/503946360839552/user/100013470720746/
2,Sourave Kapoor,https://www.facebook.com/groups/503946360839552/user/100002549602826/
2,Mahfuzur Rahman Khan,https://www.facebook.com/groups/503946360839552/user/100048572736177/
2,ইয়া সাফিউল বারি,https://www.facebook.com/groups/503946360839552/user/100009288092937/
2,Amzad Hossain,https://www.facebook.com/groups/503946360839552/user/100017299770693/
2,Sajid Ahmed,https://www.facebook.com/groups/503946360839552/user/100037092645170/
2,Nafiur Rahman Nayeem,https://www.facebook.com/groups/503946360839552/user/100061301400166/
2,অমিত হাসান,https://www.facebook.com/groups/503946360839552/user/61578991780072/
2,Being Salman Khan Fan,https://www.facebook.com/profile.php
2,Kakali Dutta,https://www.facebook.com/profile.php
2,Moumita Barik,https://www.facebook.com/moumita.barik.986
2,Noushad Nishan Kooliyoden,https://www.facebook.com/noushad.kooliyoden.3
2,GIPHY,https://l.facebook.com/l.php
2,Mohammad Sikandar,https://www.facebook.com/mohammad.parvez.5437
2,Tenor,https://l.facebook.com/l.php
2,Yash Raj,https://www.facebook.com/bijay.mandal.7374480
2,Arkajit Roy,https://www.facebook.com/groups/658882262461957/user/100004687184177/
2,Salman Khan Chadposting,https://www.facebook.com/groups/658882262461957/
3,Sahajalal Tanvir,https://www.facebook.com/groups/503946360839552/user/100011758216618/
3,ট্রল সালমান খান হেটার্স,https://www.facebook.com/groups/503946360839552/
3,Tanzim Al Fardin,https://www.facebook.com/groups/503946360839552/user/100010463173823/
3,Fahim Shahriar Nishan,https://www.facebook.com/groups/503946360839552/user/100013470720746/
3,Sourave Kapoor,https://www.facebook.com/groups/503946360839552/user/100002549602826/
3,Mahfuzur Rahman Khan,https://www.facebook.com/groups/503946360839552/user/100048572736177/
3,ইয়া সাফিউল বারি,https://www.facebook.com/groups/503946360839552/user/100009288092937/
3,Amzad Hossain,https://www.facebook.com/groups/503946360839552/user/100017299770693/
3,Sajid Ahmed,https://www.facebook.com/groups/503946360839552/user/100037092645170/
3,Nafiur Rahman Nayeem,https://www.facebook.com/groups/503946360839552/user/100061301400166/
3,অমিত হাসান,https://www.facebook.com/groups/503946360839552/user/61578991780072/
3,Being Salman Khan Fan,https://www.facebook.com/profile.php
3,Kakali Dutta,https://www.facebook.com/profile.php
3,Moumita Barik,https://www.facebook.com/moumita.barik.986
3,Noushad Nishan Kooliyoden,https://www.facebook.com/noushad.kooliyoden.3
3,GIPHY,https://l.facebook.com/l.php
3,Mohammad Sikandar,https://www.facebook.com/mohammad.parvez.5437
3,Tenor,https://l.facebook.com/l.php
3,Yash Raj,https://www.facebook.com/bijay.mandal.7374480
3,Arkajit Roy,https://www.facebook.com/groups/658882262461957/user/100004687184177/
3,Salman Khan Chadposting,https://www.facebook.com/groups/658882262461957/
4,Sahajalal Tanvir,https://www.facebook.com/groups/503946360839552/user/100011758216618/
4,ট্রল সালমান খান হেটার্স,https://www.facebook.com/groups/503946360839552/
4,Tanzim Al Fardin,https://www.facebook.com/groups/503946360839552/user/100010463173823/
4,Fahim Shahriar Nishan,https://www.facebook.com/groups/503946360839552/user/100013470720746/
4,Sourave Kapoor,https://www.facebook.com/groups/503946360839552/user/100002549602826/
4,Mahfuzur Rahman Khan,https://www.facebook.com/groups/503946360839552/user/100048572736177/
4,ইয়া সাফিউল বারি,https://www.facebook.com/groups/503946360839552/user/100009288092937/
4,Amzad Hossain,https://www.facebook.com/groups/503946360839552/user/100017299770693/
4,Sajid Ahmed,https://www.facebook.com/groups/503946360839552/user/100037092645170/
4,Nafiur Rahman Nayeem,https://www.facebook.com/groups/503946360839552/user/100061301400166/
4,অমিত হাসান,https://www.facebook.com/groups/503946360839552/user/61578991780072/
4,Being Salman Khan Fan,https://www.facebook.com/profile.php
4,Kakali Dutta,https://www.facebook.com/profile.php
4,Moumita Barik,https://www.facebook.com/moumita.barik.986
4,Noushad Nishan Kooliyoden,https://www.facebook.com/noushad.kooliyoden.3
4,GIPHY,https://l.facebook.com/l.php
4,Mohammad Sikandar,https://www.facebook.com/mohammad.parvez.5437
4,Tenor,https://l.facebook.com/l.php
4,Yash Raj,https://www.facebook.com/bijay.mandal.7374480
4,Arkajit Roy,https://www.facebook.com/groups/658882262461957/user/100004687184177/
4,Salman Khan Chadposting,https://www.facebook.com/groups/658882262461957/
5,Sahajalal Tanvir,https://www.facebook.com/groups/503946360839552/user/100011758216618/
5,ট্রল সালমান খান হেটার্স,https://www.facebook.com/groups/503946360839552/
5,Tanzim Al Fardin,https://www.facebook.com/groups/503946360839552/user/100010463173823/
5,Fahim Shahriar Nishan,https://www.facebook.com/groups/503946360839552/user/100013470720746/
5,Sourave Kapoor,https://www.facebook.com/groups/503946360839552/user/100002549602826/
5,Mahfuzur Rahman Khan,https://www.facebook.com/groups/503946360839552/user/100048572736177/
5,ইয়া সাফিউল বারি,https://www.facebook.com/groups/503946360839552/user/100009288092937/
5,Amzad Hossain,https://www.facebook.com/groups/503946360839552/user/100017299770693/
5,Sajid Ahmed,https://www.facebook.com/groups/503946360839552/user/100037092645170/
5,Nafiur Rahman Nayeem,https://www.facebook.com/groups/503946360839552/user/100061301400166/
5,অমিত হাসান,https://www.facebook.com/groups/503946360839552/user/61578991780072/
5,Being Salman Khan Fan,https://www.facebook.com/profile.php
5,Kakali Dutta,https://www.facebook.com/profile.php
5,Moumita Barik,https://www.facebook.com/moumita.barik.986
5,Noushad Nishan Kooliyoden,https://www.facebook.com/noushad.kooliyoden.3
5,GIPHY,https://l.facebook.com/l.php
5,Mohammad Sikandar,https://www.facebook.com/mohammad.parvez.5437
5,Tenor,https://l.facebook.com/l.php
5,Yash Raj,https://www.facebook.com/bijay.mandal.7374480
5,Arkajit Roy,https://www.facebook.com/groups/658882262461957/user/100004687184177/
5,Salman Khan Chadposting,https://www.facebook.com/groups/658882262461957/
