post_number,person_who_shared,url_of_person_who_shared
9,Pizza Pizza Parksville,https://www.facebook.com/profile.php
9,Canco Meaford,https://www.facebook.com/canco.pizzapizzameaford
10,Pizza Pizza Parksville,https://www.facebook.com/profile.php
10,Mark Chetcuti,https://www.facebook.com/mark.ch.12
11,Boucherie Nada,https://www.facebook.com/profile.php
11,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
11,Canco Meaford,https://www.facebook.com/canco.pizzapizzameaford
11,Manohar Minhas,https://www.facebook.com/manohar.minhas
12,Claude Hamel,https://www.facebook.com/claude.hamel.5
12,Serge Pominville,https://www.facebook.com/serge.pominville.69666
12,Cornwall restaurant and Bar advertising,https://www.facebook.com/profile.php
12,Pizza Pizza Parksville,https://www.facebook.com/profile.php
12,Pizza Pizza - Bridgewater,https://www.facebook.com/profile.php
12,Pizza Pizza 661 Henderson Hwy.Winnipeg Manitoba,https://www.facebook.com/profile.php
12,The Malayali Association Of Manitoba Inc.(MAM),https://www.facebook.com/groups/488143221580569/
12,South Point Friends Association,https://www.facebook.com/groups/347574342303095/
12,Manitoba Desi,https://www.facebook.com/groups/1264722231031659/
12,Real Lauziere,https://www.facebook.com/real.lauziere
12,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
13,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
13,Claude Hamel,https://www.facebook.com/claude.hamel.5
13,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
14,Fort Richmond Community- Garage Sales,https://www.facebook.com/groups/970291681770543/
14,South Point Friends Association,https://www.facebook.com/groups/347574342303095/
15,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
15,Pizza Pizza Parksville,https://www.facebook.com/profile.php
15,Viginia Elias,https://www.facebook.com/profile.php
16,Jasvir Sandhu,https://www.facebook.com/jasvir.sandhu.543
16,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
16,Maroun J. Sfeir,https://www.facebook.com/maroun.j.sfeir
16,Claude Hamel,https://www.facebook.com/claude.hamel.5
16,Summer Rae Rothenburg,https://www.facebook.com/summer.rothenburg.94
16,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
16,Thomas Weitzel-smith,https://www.facebook.com/thomas.weitzel.smith.2025
16,Kanada Lawal Tama,https://www.facebook.com/Richardalvin64
17,Claude Hamel,https://www.facebook.com/claude.hamel.5
17,Pizza Pizza - Bridgewater,https://www.facebook.com/profile.php
17,PizzaPizza Goderich,https://www.facebook.com/profile.php
17,Real Lauziere,https://www.facebook.com/real.lauziere
17,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
18,Pizza Pizza Parksville,https://www.facebook.com/profile.php
18,Evan D. Crowell,https://www.facebook.com/evan.d.crowell
19,Canco Meaford,https://www.facebook.com/canco.pizzapizzameaford
19,Adam Bagria,https://www.facebook.com/agam1968
19,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
19,Manohar Minhas,https://www.facebook.com/manohar.minhas
19,Maurice Karas,https://www.facebook.com/mauricecom
20,Pizza Pizza 661 Henderson Hwy.Winnipeg Manitoba,https://www.facebook.com/profile.php
20,Manohar Minhas,https://www.facebook.com/manohar.minhas
20,Summer Rae Rothenburg,https://www.facebook.com/summer.rothenburg.94
20,Canco Meaford,https://www.facebook.com/canco.pizzapizzameaford
20,Parksville Qualicum Beach Cars Trucks Parts and Service,https://www.facebook.com/groups/parksvillecarstrucks/
20,Vancouver loves you,https://www.facebook.com/groups/721321429951936/
20,Pizza Pizza Parksville,https://www.facebook.com/profile.php
20,PizzaPizza Goderich,https://www.facebook.com/profile.php
20,Stacey Jaye Esakin,https://www.facebook.com/stacey.esakin
20,Phil Crawford,https://www.facebook.com/phil.crawford.319
20,Matthew Tengelits,https://www.facebook.com/matt.tengelits
21,Pizza Pizza Parksville,https://www.facebook.com/profile.php
22,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
22,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
22,Pizza Pizza Parksville,https://www.facebook.com/profile.php
22,Maurice Karas,https://www.facebook.com/mauricecom
22,No More,https://www.facebook.com/no.more.279692
22,Ali Dansoko,https://www.facebook.com/aliphossin.dansoko
22,Marian Abayeta,https://www.facebook.com/mimi.twister.7
22,Mark Chetcuti,https://www.facebook.com/mark.ch.12
22,Manohar Minhas,https://www.facebook.com/manohar.minhas
25,Jasvir Sandhu,https://www.facebook.com/jasvir.sandhu.543
25,Gill Chak Kalan,https://www.facebook.com/tsgilltoronto
25,Claude Hamel,https://www.facebook.com/claude.hamel.5
25,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
25,Pizza Pizza Parksville,https://www.facebook.com/profile.php
25,Claire Lachance,https://www.facebook.com/claire.lachance.14
25,Real Lauziere,https://www.facebook.com/real.lauziere
25,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
26,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
26,Maurice Karas,https://www.facebook.com/mauricecom
26,Punjabi Community Winnipeg,https://www.facebook.com/groups/915725468483910/
26,Pizza Pizza Parksville,https://www.facebook.com/profile.php
26,Winnipeg Punjabi,https://www.facebook.com/groups/419035116780338/
26,International Student in Manitoba,https://www.facebook.com/groups/595551958525528/
26,The Malayali Association Of Manitoba Inc.(MAM),https://www.facebook.com/groups/488143221580569/
26,Fort Richmond Community- Garage Sales,https://www.facebook.com/groups/970291681770543/
26,South Point Friends Association,https://www.facebook.com/groups/347574342303095/
26,Indians in Winnipeg,https://www.facebook.com/groups/1508238752822882/
26,Pakistani In Winnipeg,https://www.facebook.com/groups/489413717843128/
26,Winnipeg panjabi Group 🔴,https://www.facebook.com/groups/1195212107505318/
27,Niverville Open Discussion Group,https://www.facebook.com/groups/488632683788408/
27,Pizza Pizza and Flavors of India Niverville,https://www.facebook.com/groups/1779139356326043/
27,Niverville - Buy & Sell,https://www.facebook.com/groups/1518405828474320/
27,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
27,Pizza Pizza Parksville,https://www.facebook.com/profile.php
27,Raj Gill,https://www.facebook.com/raj.gill.3344
27,Maurice Karas,https://www.facebook.com/mauricecom
27,Pizza Pizza Sydney,https://www.facebook.com/profile.php
27,Ile Des Chenes and Grande Pointe Communities,https://www.facebook.com/groups/111062562245480/
27,Pizza Pizza - Saint john - Quispamsis,https://www.facebook.com/profile.php
27,Mark Chetcuti,https://www.facebook.com/mark.ch.12
27,Manohar Minhas,https://www.facebook.com/manohar.minhas
28,Pizza Pizza 661 Henderson Hwy.Winnipeg Manitoba,https://www.facebook.com/profile.php
28,Manitoba Desi,https://www.facebook.com/groups/1264722231031659/
28,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
28,Fort Richmond Community- Garage Sales,https://www.facebook.com/groups/970291681770543/
28,Indian Professional Network Winnipeg,https://www.facebook.com/groups/163607651121593/
28,Indians in Winnipeg,https://www.facebook.com/groups/1508238752822882/
28,Punjabi Community Winnipeg,https://www.facebook.com/groups/915725468483910/
28,The Malayali Association Of Manitoba Inc.(MAM),https://www.facebook.com/groups/488143221580569/
28,South Point Friends Association,https://www.facebook.com/groups/347574342303095/
28,Pakistani In Winnipeg,https://www.facebook.com/groups/489413717843128/
28,Winnipeg Punjabi,https://www.facebook.com/groups/419035116780338/
28,Indian Students in Winnipeg,https://www.facebook.com/groups/1908832319259496/
28,Winnipeg panjabi Group 🔴,https://www.facebook.com/groups/1195212107505318/
29,Raj Gill,https://www.facebook.com/raj.gill.3344
29,Lenore Ray Stairs,https://www.facebook.com/lenore.stairs
29,Pizza Pizza 661 Henderson Hwy.Winnipeg Manitoba,https://www.facebook.com/profile.php
29,Matthew Tengelits,https://www.facebook.com/matt.tengelits
29,Fayrouz Shenouda,https://www.facebook.com/fayrouz.shenouda
29,Mark Chetcuti,https://www.facebook.com/mark.ch.12
30,Pizza Pizza and Flavors of India Niverville,https://www.facebook.com/groups/1779139356326043/
30,Jeff Carbone,https://www.facebook.com/jeff.carbone1
30,Niverville - Buy & Sell,https://www.facebook.com/groups/1518405828474320/
30,"Pizza Pizza - 40 Drovers Run #2A, Niverville, MB R0A 0A1, Canada",https://www.facebook.com/pizzapizzanivervilleca
30,Summer Rae Rothenburg,https://www.facebook.com/summer.rothenburg.94
30,Niverville Open Discussion Group,https://www.facebook.com/groups/488632683788408/
30,Pizza Pizza 661 Henderson Hwy.Winnipeg Manitoba,https://www.facebook.com/profile.php
30,Matthew Tengelits,https://www.facebook.com/matt.tengelits
30,Brigitte Bernard,https://www.facebook.com/brigitte.bernard.522
30,Therese Lapointe,https://www.facebook.com/therese.lapointe.161
30,Tedarious Lowe,https://www.facebook.com/tedarious.lowe
